---,Name,MaleRaceTemplate,FemaleRaceTemplate,EquipmentTemplates,ProfessionTemplate,StatTemplate,StatModifierTemplate,ComboPresets,NPCClass,BehaviorTree,AIController,NPCBehaviorParameters,LootTable,DistanceThresholdRangedWeapon,DistanceThresholdMeleeWeapon,BlockActionMinDuration,BlockOnAttackedMinDuration,BlockMaxDuration,BlockChance,BlockChanceWhenAttacked
Black_Hand_Pir_Archer_2_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_2_Kushite_Name"", ""Kushite Archer II"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_2_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_2_Nordheimer_Name"", ""Nordheimer Archer II"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_2_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_2_Shemite_Name"", ""Shemite Archer II"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_2_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_2_Stygian_Name"", ""Stygian Archer II"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_2_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_2_Zamorian_Name"", ""Zamorian Archer II"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_2_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_2_Zingarian_Name"", ""Zingaran Archer II"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_3_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_3_Hyborian_Name"", ""Hyborian Archer III"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_3","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_3_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_3_Hyrkanian_Name"", ""Hyrkanian Archer III"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_3","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_3_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_3_Kushite_Name"", ""Kushite Archer III"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_3","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_3_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_3_Shemite_Name"", ""Shemite Archer III"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_3","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_3_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_3_Stygian_Name"", ""Stygian Archer III"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_3","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_3_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_3_Zamorian_Name"", ""Zamorian Archer III"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_3","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_3_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_3_Zingarian_Name"", ""Zingaran Archer III"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_3","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_4_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_4_Cimmerian_Name"", ""Cristian the Blade"")","(RaceTemplate=""CristiantheBlade"",Weight=100.000000)","(RaceTemplate=""CristiantheBlade"",Weight=0.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_4","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T4.P_M_Blackhand_T4',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_4_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_4_Hyborian_Name"", ""Iekika the Visionary"")","(RaceTemplate=""IekikatheVisionary"",Weight=100.000000)","(RaceTemplate=""IekikatheVisionary"",Weight=0.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_4","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T4.P_M_Blackhand_T4',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Archer_4_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Archer_4_Hyrkanian_Name"", ""Sarnai Thorn"")","(RaceTemplate=""SarnaiThorn"",Weight=0.000000)","(RaceTemplate=""SarnaiThorn"",Weight=100.000000)","(""BlackHand_Pir_Armor_Warrior_Heavy"",""BlackHand_Weapon_Crossbow"")","Archer_4","All Thralls Base","(""Blackhand_Pir_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T4.P_M_Blackhand_T4',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Cimmerian_Name"", ""Cimmerian Fighter I"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Darfari,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Darfari_Name"", ""Darfari Fighter I"")","(RaceTemplate=""Race_DarfariMale"",Weight=75.000000)","(RaceTemplate=""Race_DarfariFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Hyborian_Name"", ""Hyborian Fighter I"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon_TwoHand"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Hyrkanian_Name"", ""Hyrkanian Fighter I"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon_TwoHand"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Kushite_Name"", ""Kushite Fighter I"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon_TwoHand"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Nordheimer_Name"", ""Nordheimer Fighter I"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Shemite_Name"", ""Shemite Fighter I"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon_Shield"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Stygian_Name"", ""Stygian Fighter I"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon_TwoHand"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Zamorian_Name"", ""Zamorian Fighter I"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Pir_Fighter_1_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Pir_Fighter_1_Zingarian_Name"", ""Zingaran Fighter I"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""BlackHand_Pir_Armor_Warrior_Light"",""BlackHand_Pir_Weapon_Shield"")","Fighter_1","All Thralls Base","(""Blackhand_Pir_Mods"")","((ComboPresetId=101))","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
